# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "12" "-p" "-O" "-Q" "5" "-t" "exon" "-g" "ID" "-a" "PlasmoDB-61_PfalciparumHB3.gff" "-o" "pipeline_output/counts/combined_counts.txt" "pipeline_output/bam/combined.bam" 
Geneid	Chr	Start	End	Strand	Length	pipeline_output/bam/combined.bam
exon_PfHB3_000007300-t41_1-E1	PfHB3_00_14	3677	3856	+	180	0
exon_PfHB3_000007300-t41_1-E2	PfHB3_00_14	3858	4031	+	174	0
exon_PfHB3_000007300-t41_1-E3	PfHB3_00_14	4034	4102	+	69	0
exon_PfHB3_000007300-t41_1-E4	PfHB3_00_14	4104	4880	+	777	0
exon_PfHB3_120020400-t41_1-E3	PfHB3_12	622240	622416	-	177	19
exon_PfHB3_120020400-t41_1-E2	PfHB3_12	622555	622686	-	132	10
exon_PfHB3_120020400-t41_1-E1	PfHB3_12	622904	622906	-	3	0
exon_PfHB3_140022200-t41_1-E1	PfHB3_14	693984	695054	+	1071	29
exon_PfHB3_140022200-t41_1-E2	PfHB3_14	695160	695342	+	183	18
exon_PfHB3_120053600-t41_1-E1	PfHB3_12	2007091	2007375	+	285	7
exon_PfHB3_100022000-t41_1-E1	PfHB3_10	652868	653014	+	147	129
exon_PfHB3_100022000-t41_1-E2	PfHB3_10	653193	653321	+	129	222
exon_PfHB3_100022000-t41_1-E3	PfHB3_10	653428	653556	+	129	217
exon_PfHB3_140051700:snRNA-t41_1-E1	PfHB3_14	1922897	1923015	+	119	142
exon_PfHB3_080010200-t41_1-E1	PfHB3_08	265779	269537	-	3759	129
exon_PfHB3_120030700-t41_1-E1	PfHB3_12	1042644	1044779	-	2136	26
exon_PfHB3_110041400-t41_1-E1	PfHB3_11	1408033	1416585	+	8553	128
exon_PfHB3_090038100-t41_1-E8	PfHB3_09	1296862	1296870	-	9	5
exon_PfHB3_090038100-t41_1-E7	PfHB3_09	1297062	1297127	-	66	6
exon_PfHB3_090038100-t41_1-E6	PfHB3_09	1297292	1297390	-	99	19
exon_PfHB3_090038100-t41_1-E5	PfHB3_09	1297557	1297672	-	116	21
exon_PfHB3_090038100-t41_1-E4	PfHB3_09	1297781	1297817	-	37	8
exon_PfHB3_090038100-t41_1-E3	PfHB3_09	1297996	1298072	-	77	6
exon_PfHB3_090038100-t41_1-E2	PfHB3_09	1298175	1298296	-	122	4
exon_PfHB3_090038100-t41_1-E1	PfHB3_09	1298450	1298526	-	77	2
exon_PfHB3_050036300-t41_1-E1	PfHB3_05	1293229	1293290	+	62	1
exon_PfHB3_050036300-t41_1-E2	PfHB3_05	1293375	1294200	+	826	23
exon_PfHB3_120013600-t41_1-E1	PfHB3_12	384231	388931	+	4701	75
exon_PfHB3_120009300-t41_1-E1	PfHB3_12	187215	187238	+	24	38
exon_PfHB3_120009300-t41_1-E2	PfHB3_12	187698	187801	+	104	96
exon_PfHB3_120009300-t41_1-E3	PfHB3_12	187973	188042	+	70	102
exon_PfHB3_120009300-t41_1-E4	PfHB3_12	188172	188319	+	148	212
exon_PfHB3_120009300-t41_1-E5	PfHB3_12	188446	188543	+	98	160
exon_PfHB3_060032500-t41_1-E12	PfHB3_06	1120498	1120743	-	246	249
exon_PfHB3_060032500-t41_1-E11	PfHB3_06	1120887	1120981	-	95	283
exon_PfHB3_060032500-t41_1-E10	PfHB3_06	1121094	1121150	-	57	236
exon_PfHB3_060032500-t41_1-E9	PfHB3_06	1121304	1121377	-	74	250
exon_PfHB3_060032500-t41_1-E8	PfHB3_06	1121594	1121662	-	69	188
exon_PfHB3_060032500-t41_1-E7	PfHB3_06	1121823	1121911	-	89	365
exon_PfHB3_060032500-t41_1-E6	PfHB3_06	1122037	1122108	-	72	299
exon_PfHB3_060032500-t41_1-E5	PfHB3_06	1122277	1122315	-	39	153
exon_PfHB3_060032500-t41_1-E4	PfHB3_06	1122459	1122521	-	63	166
exon_PfHB3_060032500-t41_1-E3	PfHB3_06	1122652	1122747	-	96	177
exon_PfHB3_060032500-t41_1-E2	PfHB3_06	1122905	1123045	-	141	122
exon_PfHB3_060032500-t41_1-E1	PfHB3_06	1123240	1123374	-	135	83
exon_PfHB3_130035000-t41_1-E9	PfHB3_13	1238466	1238675	-	210	17
exon_PfHB3_130035000-t41_1-E8	PfHB3_13	1238813	1238863	-	51	6
exon_PfHB3_130035000-t41_1-E7	PfHB3_13	1238981	1239114	-	134	5
exon_PfHB3_130035000-t41_1-E6	PfHB3_13	1239225	1239314	-	90	2
exon_PfHB3_130035000-t41_1-E5	PfHB3_13	1239484	1239573	-	90	2
exon_PfHB3_130035000-t41_1-E4	PfHB3_13	1239665	1239865	-	201	4
exon_PfHB3_130035000-t41_1-E3	PfHB3_13	1239985	1240060	-	76	0
exon_PfHB3_130035000-t41_1-E2	PfHB3_13	1240182	1240373	-	192	5
exon_PfHB3_130035000-t41_1-E1	PfHB3_13	1240477	1240524	-	48	1
exon_PfHB3_070011900-t41_1-E1	PfHB3_07	339548	340327	+	780	563
exon_PfHB3_130068100-t41_1-E1	PfHB3_13	2503665	2504296	+	632	70
exon_PfHB3_130068100-t41_1-E2	PfHB3_13	2504428	2504482	+	55	14
exon_PfHB3_020023500:snoRNA-t41_1-E1	PfHB3_02	745124	745206	-	83	0
exon_PfHB3_140058300-t41_1-E1	PfHB3_14	2189101	2198620	+	9520	443
exon_PfHB3_140058300-t41_1-E2	PfHB3_14	2198761	2198867	+	107	36
exon_PfHB3_140058300-t41_1-E3	PfHB3_14	2199005	2199069	+	65	20
exon_PfHB3_140058300-t41_1-E4	PfHB3_14	2199184	2199313	+	130	20
exon_PfHB3_140058300-t41_1-E5	PfHB3_14	2199404	2199509	+	106	26
exon_PfHB3_140058300-t41_1-E6	PfHB3_14	2199640	2199703	+	64	20
exon_PfHB3_140058300-t41_1-E7	PfHB3_14	2199783	2199846	+	64	6
exon_PfHB3_050016200-t41_1-E2	PfHB3_05	485844	490077	-	4234	47
exon_PfHB3_050016200-t41_1-E1	PfHB3_05	490216	490265	-	50	2
exon_PfHB3_060012300-t41_1-E1	PfHB3_06	292531	294004	+	1474	49
exon_PfHB3_060012300-t41_1-E2	PfHB3_06	294048	296581	+	2534	197
exon_PfHB3_110038100-t41_1-E1	PfHB3_11	1271286	1276442	-	5157	47
exon_PfHB3_100036000-t41_1-E1	PfHB3_10	1234487	1234670	+	184	26
exon_PfHB3_100036000-t41_1-E2	PfHB3_10	1234790	1234882	+	93	21
exon_PfHB3_100036000-t41_1-E3	PfHB3_10	1235012	1235057	+	46	14
exon_PfHB3_100036000-t41_1-E4	PfHB3_10	1235195	1235222	+	28	7
exon_PfHB3_100015800-t41_1-E1	PfHB3_10	391735	392550	-	816	185
exon_PfHB3_060033500-t41_1-E1	PfHB3_06	1154849	1157260	+	2412	50
exon_PfHB3_010018000-t41_1-E1	PfHB3_01	498960	499028	+	69	0
exon_PfHB3_010018000-t41_1-E2	PfHB3_01	499228	499410	+	183	8
exon_PfHB3_010018000-t41_1-E3	PfHB3_01	499412	500119	+	708	49
exon_PfHB3_080015200-t41_1-E4	PfHB3_08	514886	514956	-	71	0
exon_PfHB3_080015200-t41_1-E3	PfHB3_08	515064	515149	-	86	0
exon_PfHB3_080015200-t41_1-E2	PfHB3_08	515296	515559	-	264	1
exon_PfHB3_080015200-t41_1-E1	PfHB3_08	515727	519181	-	3455	8
exon_PfHB3_080006600-t41_1-E1	PfHB3_08	79782	81431	-	1650	450
exon_PfHB3_100024100-t41_1-E1	PfHB3_10	746960	750571	+	3612	116
exon_PfHB3_090020900-t41_1-E1	PfHB3_09	657103	657276	+	174	4
exon_PfHB3_090020900-t41_1-E2	PfHB3_09	657552	660812	+	3261	70
exon_PfHB3_060033900-t41_1-E1	PfHB3_06	1171349	1190988	+	19640	1644
exon_PfHB3_060033900-t41_1-E2	PfHB3_06	1191200	1191314	+	115	39
exon_PfHB3_060033900-t41_1-E3	PfHB3_06	1191435	1191596	+	162	34
exon_PfHB3_060033900-t41_1-E4	PfHB3_06	1191762	1191932	+	171	69
exon_PfHB3_060033900-t41_1-E5	PfHB3_06	1192082	1192189	+	108	61
exon_PfHB3_060033900-t41_1-E6	PfHB3_06	1192311	1192385	+	75	39
exon_PfHB3_070010000-t41_1-E1	PfHB3_07	266392	270081	+	3690	1027
exon_PfHB3_110007200-t41_1-E1	PfHB3_11	89413	89598	+	186	12
exon_PfHB3_080016100-t41_1-E6	PfHB3_08	558618	558672	-	55	0
exon_PfHB3_080016100-t41_1-E5	PfHB3_08	558765	558885	-	121	2
exon_PfHB3_080016100-t41_1-E4	PfHB3_08	559046	559077	-	32	1
exon_PfHB3_080016100-t41_1-E3	PfHB3_08	559266	559317	-	52	3
exon_PfHB3_080016100-t41_1-E2	PfHB3_08	559417	559502	-	86	3
exon_PfHB3_080016100-t41_1-E1	PfHB3_08	559720	559799	-	80	1
exon_PfHB3_080021900-t41_1-E1	PfHB3_08	769686	770205	+	520	28
exon_PfHB3_080021900-t41_1-E2	PfHB3_08	770293	770456	+	164	15
exon_PfHB3_080021900-t41_1-E3	PfHB3_08	770652	770669	+	18	6
exon_PfHB3_000016650-t41_1-E2	PfHB3_API	19517	20824	-	1308	0
exon_PfHB3_000016650-t41_1-E1	PfHB3_API	20827	22398	-	1572	0
exon_PfHB3_110010800-t41_1-E1	PfHB3_11	232141	233193	-	1053	58
exon_PfHB3_090037800-t41_1-E1	PfHB3_09	1288623	1289099	-	477	8
exon_PfHB3_130040000-t41_1-E1	PfHB3_13	1403122	1407069	-	3948	791
exon_PfHB3_120038100-t41_1-E4	PfHB3_12	1371343	1371517	-	175	31
exon_PfHB3_120038100-t41_1-E3	PfHB3_12	1371673	1371734	-	62	32
exon_PfHB3_120038100-t41_1-E2	PfHB3_12	1371842	1372185	-	344	113
exon_PfHB3_120038100-t41_1-E1	PfHB3_12	1372368	1373601	-	1234	218
exon_PfHB3_070019500-t41_1-E1	PfHB3_07	647995	649379	+	1385	789
exon_PfHB3_070019500-t41_1-E2	PfHB3_07	649509	649644	+	136	10
exon_PfHB3_140042600-t41_1-E2	PfHB3_14	1534240	1534321	-	82	4
exon_PfHB3_140042600-t41_1-E1	PfHB3_14	1534546	1535066	-	521	28
exon_PfHB3_130025200-t41_1-E1	PfHB3_13	805993	807948	-	1956	853
exon_PfHB3_090031100-t41_1-E1	PfHB3_09	1056446	1062199	-	5754	154
exon_PfHB3_140010900-t41_1-E1	PfHB3_14	207456	207597	+	142	31
exon_PfHB3_140010900-t41_1-E2	PfHB3_14	207721	207821	+	101	31
exon_PfHB3_140010900-t41_1-E3	PfHB3_14	208015	209426	+	1412	102
exon_PfHB3_140010900-t41_1-E4	PfHB3_14	209573	209804	+	232	27
exon_PfHB3_140010900-t41_1-E5	PfHB3_14	209939	210112	+	174	21
exon_PfHB3_140010500-t41_1-E22	PfHB3_14	190296	190559	-	264	4
exon_PfHB3_140010500-t41_1-E21	PfHB3_14	190693	190764	-	72	2
exon_PfHB3_140010500-t41_1-E20	PfHB3_14	190867	190932	-	66	2
exon_PfHB3_140010500-t41_1-E19	PfHB3_14	191024	191110	-	87	3
exon_PfHB3_140010500-t41_1-E18	PfHB3_14	191235	191489	-	255	6
exon_PfHB3_140010500-t41_1-E17	PfHB3_14	191656	191913	-	258	4
exon_PfHB3_140010500-t41_1-E16	PfHB3_14	192016	192167	-	152	5
exon_PfHB3_140010500-t41_1-E15	PfHB3_14	192320	192396	-	77	3
exon_PfHB3_140010500-t41_1-E14	PfHB3_14	192627	192713	-	87	4
exon_PfHB3_140010500-t41_1-E13	PfHB3_14	192823	192914	-	92	0
exon_PfHB3_140010500-t41_1-E12	PfHB3_14	193039	193163	-	125	2
exon_PfHB3_140010500-t41_1-E11	PfHB3_14	193272	193359	-	88	3
exon_PfHB3_140010500-t41_1-E10	PfHB3_14	193476	193616	-	141	0
exon_PfHB3_140010500-t41_1-E9	PfHB3_14	193737	193794	-	58	0
exon_PfHB3_140010500-t41_1-E8	PfHB3_14	193922	193980	-	59	0
exon_PfHB3_140010500-t41_1-E7	PfHB3_14	194081	194179	-	99	0
exon_PfHB3_140010500-t41_1-E6	PfHB3_14	194284	194322	-	39	0
exon_PfHB3_140010500-t41_1-E5	PfHB3_14	194415	194565	-	151	1
exon_PfHB3_140010500-t41_1-E4	PfHB3_14	194670	194869	-	200	0
exon_PfHB3_140010500-t41_1-E3	PfHB3_14	195000	195050	-	51	0
exon_PfHB3_140010500-t41_1-E2	PfHB3_14	195164	195223	-	60	0
exon_PfHB3_140010500-t41_1-E1	PfHB3_14	195464	195580	-	117	0
exon_PfHB3_000009600-t41_1-E2	PfHB3_00_35	4620	6326	-	1707	79716
exon_PfHB3_000009600-t41_1-E1	PfHB3_00_35	6512	6700	-	189	3781
exon_PfHB3_130063600-t41_1-E1	PfHB3_13	2300532	2301863	+	1332	3397
exon_PfHB3_140077100-t41_1-E1	PfHB3_14	2959107	2962631	+	3525	11
exon_PfHB3_060007600-t41_1-E1	PfHB3_06	93881	95206	+	1326	26
exon_PfHB3_130030700-t41_1-E3	PfHB3_13	1031701	1032289	-	589	6
exon_PfHB3_130030700-t41_1-E2	PfHB3_13	1032464	1032588	-	125	0
exon_PfHB3_130030700-t41_1-E1	PfHB3_13	1032729	1047998	-	15270	166
exon_PfHB3_120044100-t41_1-E1	PfHB3_12	1637240	1637779	-	540	3
exon_PfHB3_030005400-t41_1-E2	PfHB3_03	19254	19973	-	720	214
exon_PfHB3_030005400-t41_1-E1	PfHB3_03	20105	20239	-	135	5
exon_PfHB3_060027300-t41_1-E12	PfHB3_06	889634	890128	-	495	256
exon_PfHB3_060027300-t41_1-E11	PfHB3_06	890276	890331	-	56	83
exon_PfHB3_060027300-t41_1-E10	PfHB3_06	890433	890505	-	73	102
exon_PfHB3_060027300-t41_1-E9	PfHB3_06	890631	890705	-	75	135
exon_PfHB3_060027300-t41_1-E8	PfHB3_06	890814	890875	-	62	176
exon_PfHB3_060027300-t41_1-E7	PfHB3_06	891066	891746	-	681	649
exon_PfHB3_060027300-t41_1-E6	PfHB3_06	891867	891922	-	56	332
exon_PfHB3_060027300-t41_1-E5	PfHB3_06	892109	892184	-	76	445
exon_PfHB3_060027300-t41_1-E4	PfHB3_06	892368	892743	-	376	868
exon_PfHB3_060027300-t41_1-E3	PfHB3_06	892931	892974	-	44	321
exon_PfHB3_060027300-t41_1-E2	PfHB3_06	893093	893246	-	154	513
exon_PfHB3_060027300-t41_1-E1	PfHB3_06	893395	893577	-	183	329
exon_PfHB3_110016400-t41_1-E1	PfHB3_11	431797	432096	+	300	15
exon_PfHB3_110016400-t41_1-E2	PfHB3_11	432377	432466	+	90	20
exon_PfHB3_060011400-t41_1-E2	PfHB3_06	256589	257844	-	1256	11
exon_PfHB3_060011400-t41_1-E1	PfHB3_06	257976	258009	-	34	1
exon_PfHB3_060031200-t41_1-E1	PfHB3_06	1034261	1034593	-	333	3
exon_PfHB3_030015900-t41_1-E1	PfHB3_03	445346	447832	+	2487	55
exon_PfHB3_100020300-t41_1-E1	PfHB3_10	588148	588190	+	43	205
exon_PfHB3_100020300-t41_1-E2	PfHB3_10	588736	590033	+	1298	4058
exon_PfHB3_070021200-t41_1-E11	PfHB3_07	706491	706606	-	116	1
exon_PfHB3_070021200-t41_1-E10	PfHB3_07	706808	707135	-	328	1
exon_PfHB3_070021200-t41_1-E9	PfHB3_07	707533	721105	-	13573	7
exon_PfHB3_070021200-t41_1-E8	PfHB3_07	721306	721622	-	317	0
exon_PfHB3_070021200-t41_1-E7	PfHB3_07	721808	721951	-	144	0
exon_PfHB3_070021200-t41_1-E6	PfHB3_07	722131	722415	-	285	0
exon_PfHB3_070021200-t41_1-E5	PfHB3_07	722621	723170	-	550	0
exon_PfHB3_070021200-t41_1-E4	PfHB3_07	723299	724104	-	806	0
exon_PfHB3_070021200-t41_1-E3	PfHB3_07	724248	725356	-	1109	0
exon_PfHB3_070021200-t41_1-E2	PfHB3_07	725485	725587	-	103	0
exon_PfHB3_070021200-t41_1-E1	PfHB3_07	725783	725857	-	75	0
exon_PfHB3_100015200-t41_1-E1	PfHB3_10	375446	376345	-	900	10
exon_PfHB3_080033900-t41_1-E4	PfHB3_08	1238620	1239306	-	687	23
exon_PfHB3_080033900-t41_1-E3	PfHB3_08	1239608	1239821	-	214	12
exon_PfHB3_080033900-t41_1-E2	PfHB3_08	1239967	1240042	-	76	12
exon_PfHB3_080033900-t41_1-E1	PfHB3_08	1240236	1240287	-	52	13
exon_PfHB3_130055500-t41_1-E1	PfHB3_13	2001003	2003609	-	2607	981
exon_PfHB3_130023700-t41_1-E5	PfHB3_13	762048	762733	-	686	76
exon_PfHB3_130023700-t41_1-E4	PfHB3_13	762878	762950	-	73	54
exon_PfHB3_130023700-t41_1-E3	PfHB3_13	763047	763112	-	66	42
exon_PfHB3_130023700-t41_1-E2	PfHB3_13	763251	763301	-	51	24
exon_PfHB3_130023700-t41_1-E1	PfHB3_13	763470	763484	-	15	14
exon_PfHB3_110036700-t41_1-E2	PfHB3_11	1202023	1202339	-	317	44
exon_PfHB3_110036700-t41_1-E1	PfHB3_11	1202473	1208290	-	5818	1096
exon_PfHB3_120058200-t41_1-E1	PfHB3_12	2184215	2184487	+	273	29
exon_PfHB3_090012400-t41_1-E1	PfHB3_09	341785	341846	+	62	16
exon_PfHB3_090012400-t41_1-E2	PfHB3_09	342069	344466	+	2398	311
exon_PfHB3_100006700-t41_1-E1	PfHB3_10	63478	63666	+	189	27
exon_PfHB3_100006700-t41_1-E2	PfHB3_10	63834	66584	+	2751	572
exon_PfHB3_060031500-t41_1-E1	PfHB3_06	1047020	1048363	-	1344	922
exon_PfHB3_130027500-t41_1-E4	PfHB3_13	892727	892798	-	72	11
exon_PfHB3_130027500-t41_1-E3	PfHB3_13	892971	893444	-	474	19
exon_PfHB3_130027500-t41_1-E2	PfHB3_13	893582	901068	-	7487	403
exon_PfHB3_130027500-t41_1-E1	PfHB3_13	901349	902522	-	1174	37
exon_PfHB3_020016900-t41_1-E3	PfHB3_02	471587	472102	-	516	31
exon_PfHB3_020016900-t41_1-E2	PfHB3_02	472294	478014	-	5721	104
exon_PfHB3_020016900-t41_1-E1	PfHB3_02	478211	484144	-	5934	158
exon_PfHB3_110008900-t41_1-E1	PfHB3_11	154132	154453	+	322	18
exon_PfHB3_110008900-t41_1-E2	PfHB3_11	154556	154600	+	45	19
exon_PfHB3_110008900-t41_1-E3	PfHB3_11	154818	154966	+	149	25
exon_PfHB3_090027300-t41_1-E10	PfHB3_09	900026	900101	-	76	24
exon_PfHB3_090027300-t41_1-E9	PfHB3_09	900200	900255	-	56	28
exon_PfHB3_090027300-t41_1-E8	PfHB3_09	900399	900498	-	100	54
exon_PfHB3_090027300-t41_1-E7	PfHB3_09	900607	900687	-	81	54
exon_PfHB3_090027300-t41_1-E6	PfHB3_09	900835	901131	-	297	169
exon_PfHB3_090027300-t41_1-E5	PfHB3_09	901301	901387	-	87	84
exon_PfHB3_090027300-t41_1-E4	PfHB3_09	901474	901561	-	88	65
exon_PfHB3_090027300-t41_1-E3	PfHB3_09	901729	901801	-	73	73
exon_PfHB3_090027300-t41_1-E2	PfHB3_09	901951	902075	-	125	78
exon_PfHB3_090027300-t41_1-E1	PfHB3_09	902197	902245	-	49	38
exon_PfHB3_140034400-t41_1-E1	PfHB3_14	1163835	1165121	-	1287	38
exon_PfHB3_080030200-t41_1-E1	PfHB3_08	1082861	1083100	+	240	0
exon_PfHB3_080030200-t41_1-E2	PfHB3_08	1083210	1083368	+	159	0
exon_PfHB3_080030200-t41_1-E3	PfHB3_08	1083496	1083668	+	173	1
exon_PfHB3_080030200-t41_1-E4	PfHB3_08	1083831	1083979	+	149	3
exon_PfHB3_080030200-t41_1-E5	PfHB3_08	1084147	1084227	+	81	2
exon_PfHB3_080030200-t41_1-E6	PfHB3_08	1084398	1084456	+	59	2
exon_PfHB3_080030200-t41_1-E7	PfHB3_08	1084560	1084626	+	67	3
exon_PfHB3_080030200-t41_1-E8	PfHB3_08	1084720	1084856	+	137	5
exon_PfHB3_080030200-t41_1-E9	PfHB3_08	1084947	1085021	+	75	3
exon_PfHB3_080030200-t41_1-E10	PfHB3_08	1085168	1085202	+	35	2
exon_PfHB3_080030200-t41_1-E11	PfHB3_08	1085277	1085365	+	89	0
exon_PfHB3_080030200-t41_1-E12	PfHB3_08	1085433	1085540	+	108	3
exon_PfHB3_080030200-t41_1-E13	PfHB3_08	1085618	1085802	+	185	6
exon_PfHB3_080030200-t41_1-E14	PfHB3_08	1085896	1085962	+	67	0
exon_PfHB3_080030200-t41_1-E15	PfHB3_08	1086048	1086103	+	56	1
exon_PfHB3_080030200-t41_1-E16	PfHB3_08	1086235	1086327	+	93	1
exon_PfHB3_070020300-t41_1-E1	PfHB3_07	672524	675259	+	2736	91
exon_PfHB3_070020300-t41_1-E2	PfHB3_07	675414	675461	+	48	4
exon_PfHB3_070023200-t41_1-E1	PfHB3_07	807918	808685	-	768	272
exon_PfHB3_010010200-t41_1-E2	PfHB3_01	208795	209314	-	520	18
exon_PfHB3_010010200-t41_1-E1	PfHB3_01	209549	209676	-	128	10
exon_PfHB3_050005200-t41_1-E2	PfHB3_05	15066	16283	-	1218	10
exon_PfHB3_050005200-t41_1-E1	PfHB3_05	17009	27121	-	10113	84
exon_PfHB3_100021400-t41_1-E1	PfHB3_10	633346	633672	-	327	279
exon_PfHB3_100010900-t41_1-E1	PfHB3_10	217897	220509	-	2613	7
exon_PfHB3_070018400-t41_1-E1	PfHB3_07	607480	614172	-	6693	129
exon_PfHB3_120041000-t41_1-E1	PfHB3_12	1513771	1513846	+	76	64
exon_PfHB3_120041000-t41_1-E2	PfHB3_12	1514105	1515503	+	1399	226
exon_PfHB3_120041000-t41_1-E3	PfHB3_12	1515615	1515957	+	343	151
exon_PfHB3_030015400-t41_1-E1	PfHB3_03	431126	431428	+	303	2
exon_PfHB3_030015400-t41_1-E2	PfHB3_03	431591	432987	+	1397	33
exon_PfHB3_030015400-t41_1-E3	PfHB3_03	433150	433253	+	104	4
exon_PfHB3_030015400-t41_1-E4	PfHB3_03	433382	433620	+	239	7
exon_PfHB3_030015400-t41_1-E5	PfHB3_03	433836	433901	+	66	2
exon_PfHB3_050021500-t41_1-E1	PfHB3_05	695459	695558	+	100	0
exon_PfHB3_050021500-t41_1-E2	PfHB3_05	695765	695835	+	71	0
exon_PfHB3_050021500-t41_1-E3	PfHB3_05	695998	696101	+	104	1
exon_PfHB3_050021500-t41_1-E4	PfHB3_05	696202	696262	+	61	0
exon_PfHB3_050021500-t41_1-E5	PfHB3_05	696421	697280	+	860	14
exon_PfHB3_050021500-t41_1-E6	PfHB3_05	697479	697611	+	133	4
exon_PfHB3_090031600-t41_1-E1	PfHB3_09	1079527	1079569	+	43	14
exon_PfHB3_090031600-t41_1-E2	PfHB3_09	1079789	1080216	+	428	54
exon_PfHB3_130011800-t41_1-E2	PfHB3_13	304986	305193	-	208	1
exon_PfHB3_130011800-t41_1-E1	PfHB3_13	305329	306113	-	785	3
exon_PfHB3_030008700-t41_1-E1	PfHB3_03	163349	163861	-	513	89
exon_PfHB3_100013900-t41_1-E4	PfHB3_10	333672	333763	-	92	7
exon_PfHB3_100013900-t41_1-E3	PfHB3_10	334011	334827	-	817	21
exon_PfHB3_100013900-t41_1-E2	PfHB3_10	334942	335046	-	105	13
exon_PfHB3_100013900-t41_1-E1	PfHB3_10	335232	335345	-	114	8
exon_PfHB3_130068200-t41_1-E1	PfHB3_13	2506217	2506232	+	16	13
exon_PfHB3_130068200-t41_1-E2	PfHB3_13	2506498	2514299	+	7802	1371
exon_PfHB3_080020600-t41_1-E1	PfHB3_08	723714	726629	+	2916	11
exon_PfHB3_140074900-t41_1-E1	PfHB3_14	2874208	2874996	-	789	198
exon_PfHB3_140049600-t41_1-E1	PfHB3_14	1831167	1833950	+	2784	240
exon_PfHB3_140041600-t41_1-E1	PfHB3_14	1488642	1489583	-	942	5
exon_PfHB3_100012900-t41_1-E1	PfHB3_10	302372	306295	+	3924	237
exon_PfHB3_010019600-t41_1-E8	PfHB3_01	563857	565215	-	1359	3
exon_PfHB3_010019600-t41_1-E7	PfHB3_01	565970	568428	-	2459	0
exon_PfHB3_010019600-t41_1-E6	PfHB3_01	568430	569036	-	607	0
exon_PfHB3_010019600-t41_1-E5	PfHB3_01	569038	569829	-	792	0
exon_PfHB3_010019600-t41_1-E4	PfHB3_01	569831	569923	-	93	0
exon_PfHB3_010019600-t41_1-E3	PfHB3_01	569925	570929	-	1005	0
exon_PfHB3_010019600-t41_1-E2	PfHB3_01	570938	571174	-	237	0
exon_PfHB3_010019600-t41_1-E1	PfHB3_01	571176	571367	-	192	0
exon_PfHB3_040024600-t41_1-E1	PfHB3_04	837107	838879	+	1773	107
exon_PfHB3_100032300-t41_1-E1	PfHB3_10	1110436	1110489	+	54	1
exon_PfHB3_100032300-t41_1-E2	PfHB3_10	1110592	1110636	+	45	0
exon_PfHB3_100032300-t41_1-E3	PfHB3_10	1110748	1110838	+	91	1
exon_PfHB3_100032300-t41_1-E4	PfHB3_10	1111047	1111118	+	72	4
exon_PfHB3_100032300-t41_1-E5	PfHB3_10	1111224	1111283	+	60	0
exon_PfHB3_100032300-t41_1-E6	PfHB3_10	1111463	1111523	+	61	3
exon_PfHB3_100032300-t41_1-E7	PfHB3_10	1111669	1111714	+	46	0
exon_PfHB3_100032300-t41_1-E8	PfHB3_10	1111988	1112178	+	191	11
exon_PfHB3_100032300-t41_1-E9	PfHB3_10	1112294	1112366	+	73	5
exon_PfHB3_100032300-t41_1-E10	PfHB3_10	1112472	1112537	+	66	9
exon_PfHB3_100032300-t41_1-E11	PfHB3_10	1112659	1112757	+	99	18
exon_PfHB3_060031800-t41_1-E1	PfHB3_06	1053693	1054877	+	1185	30
exon_PfHB3_110045500-t41_1-E2	PfHB3_11	1622448	1623848	-	1401	352
exon_PfHB3_110045500-t41_1-E1	PfHB3_11	1623990	1624001	-	12	23
exon_PfHB3_050030600-t41_1-E2	PfHB3_05	1078638	1078731	-	94	16
exon_PfHB3_050030600-t41_1-E1	PfHB3_05	1078865	1079826	-	962	42
exon_PfHB3_140028300-t41_1-E1	PfHB3_14	941034	941168	+	135	2
exon_PfHB3_140028300-t41_1-E2	PfHB3_14	941358	941621	+	264	5
exon_PfHB3_140028300-t41_1-E3	PfHB3_14	941716	942585	+	870	17
exon_PfHB3_140028300-t41_1-E4	PfHB3_14	943055	943318	+	264	2
exon_PfHB3_110011600-t41_1-E1	PfHB3_11	275715	276209	+	495	41
exon_PfHB3_140020800-t41_1-E1	PfHB3_14	636485	640087	-	3603	14
exon_PfHB3_030011900-t41_1-E1	PfHB3_03	287768	292969	+	5202	309
exon_PfHB3_140048300-t41_1-E1	PfHB3_14	1764254	1764332	+	79	2
exon_PfHB3_140048300-t41_1-E2	PfHB3_14	1764524	1774707	+	10184	84
exon_PfHB3_030013000-t41_1-E4	PfHB3_03	320629	320706	-	78	13
exon_PfHB3_030013000-t41_1-E3	PfHB3_03	320857	320940	-	84	8
exon_PfHB3_030013000-t41_1-E2	PfHB3_03	321330	324254	-	2925	369
exon_PfHB3_030013000-t41_1-E1	PfHB3_03	324256	326061	-	1806	156
exon_PfHB3_040011200-t41_1-E1	PfHB3_04	285417	285443	+	27	3
exon_PfHB3_040011200-t41_1-E2	PfHB3_04	285586	286560	+	975	22
exon_PfHB3_050037200-t41_1-E1	PfHB3_05	1330471	1330752	-	282	13
exon_PfHB3_040013800-t41_1-E1	PfHB3_04	380348	380437	+	90	3
exon_PfHB3_040013800-t41_1-E2	PfHB3_04	380641	380912	+	272	18
exon_PfHB3_040013800-t41_1-E3	PfHB3_04	381076	381175	+	100	18
